system:index,NDVI,.geo
2010,-0.05758226233596923,"{""type"":""Polygon"",""coordinates"":[[[53.49999999999999,24.08775688763177],[53.83333333333335,24.08775688763177],[53.83333333333334,24.348652271103763],[53.5,24.348652271103763],[53.49999999999999,24.08775688763177]]]}"
2011,-0.04349094667526649,"{""type"":""Polygon"",""coordinates"":[[[53.83333333333335,24.08775688763177],[54.16666666666667,24.08775688763177],[54.16666666666667,24.34865227110376],[53.83333333333334,24.348652271103763],[53.83333333333335,24.08775688763177]]]}"
2012,-1.1513320373764446E-4,"{""type"":""Polygon"",""coordinates"":[[[54.16666666666667,24.08775688763177],[54.50000000000001,24.087756887631773],[54.50000000000001,24.348652271103763],[54.16666666666667,24.34865227110376],[54.16666666666667,24.08775688763177]]]}"
2013,0.027862770885395075,"{""type"":""Polygon"",""coordinates"":[[[54.50000000000001,24.087756887631773],[54.83333333333334,24.08775688763177],[54.83333333333335,24.348652271103763],[54.50000000000001,24.348652271103763],[54.50000000000001,24.087756887631773]]]}"
2014,0.041828994358015036,"{""type"":""Polygon"",""coordinates"":[[[54.83333333333334,24.08775688763177],[55.166666666666664,24.08775688763177],[55.166666666666664,24.348652271103763],[54.83333333333335,24.348652271103763],[54.83333333333334,24.08775688763177]]]}"
2015,0.05426544163799971,"{""type"":""Polygon"",""coordinates"":[[[55.166666666666664,24.08775688763177],[55.50000000000001,24.08775688763177],[55.50000000000001,24.348652271103763],[55.166666666666664,24.348652271103763],[55.166666666666664,24.08775688763177]]]}"
2016,0.018244789813630962,"{""type"":""Polygon"",""coordinates"":[[[34.50000000000001,24.348652271103763],[34.833333333333336,24.348652271103763],[34.833333333333336,24.60954765457576],[34.50000000000001,24.60954765457576],[34.50000000000001,24.348652271103763]]]}"
2017,0.015171139659077489,"{""type"":""Polygon"",""coordinates"":[[[34.833333333333336,24.348652271103763],[35.16666666666667,24.348652271103763],[35.16666666666667,24.60954765457576],[34.833333333333336,24.60954765457576],[34.833333333333336,24.348652271103763]]]}"
2018,-0.043624733090205293,"{""type"":""Polygon"",""coordinates"":[[[35.16666666666667,24.348652271103763],[35.50000000000001,24.348652271103763],[35.50000000000001,24.60954765457576],[35.16666666666667,24.60954765457576],[35.16666666666667,24.348652271103763]]]}"
2019,-0.04584306958138182,"{""type"":""Polygon"",""coordinates"":[[[35.50000000000001,24.348652271103763],[35.833333333333336,24.34865227110376],[35.833333333333336,24.60954765457576],[35.50000000000001,24.60954765457576],[35.50000000000001,24.348652271103763]]]}"
2020,-0.04372771490719116,"{""type"":""Polygon"",""coordinates"":[[[35.833333333333336,24.34865227110376],[36.166666666666664,24.348652271103763],[36.166666666666664,24.60954765457576],[35.833333333333336,24.60954765457576],[35.833333333333336,24.34865227110376]]]}"
2021,-0.04127663725119165,"{""type"":""Polygon"",""coordinates"":[[[36.166666666666664,24.348652271103763],[36.5,24.348652271103763],[36.50000000000001,24.60954765457576],[36.166666666666664,24.60954765457576],[36.166666666666664,24.348652271103763]]]}"
2022,-0.04382313840919919,"{""type"":""Polygon"",""coordinates"":[[[36.5,24.348652271103763],[36.833333333333336,24.348652271103763],[36.833333333333336,24.60954765457576],[36.50000000000001,24.60954765457576],[36.5,24.348652271103763]]]}"
2023,-0.047460039330265706,"{""type"":""Polygon"",""coordinates"":[[[36.833333333333336,24.348652271103763],[37.166666666666664,24.348652271103763],[37.166666666666664,24.60954765457576],[36.833333333333336,24.60954765457576],[36.833333333333336,24.348652271103763]]]}"
2024,-0.038291604725471134,"{""type"":""Polygon"",""coordinates"":[[[37.166666666666664,24.348652271103763],[37.5,24.348652271103763],[37.49999999999999,24.60954765457576],[37.166666666666664,24.60954765457576],[37.166666666666664,24.348652271103763]]]}"
2025,0.019580719281636474,"{""type"":""Polygon"",""coordinates"":[[[37.5,24.348652271103763],[37.833333333333336,24.348652271103763],[37.833333333333336,24.60954765457576],[37.49999999999999,24.60954765457576],[37.5,24.348652271103763]]]}"
2026,0.027484814529007206,"{""type"":""Polygon"",""coordinates"":[[[37.833333333333336,24.348652271103763],[38.16666666666667,24.34865227110376],[38.166666666666664,24.60954765457576],[37.833333333333336,24.60954765457576],[37.833333333333336,24.348652271103763]]]}"
2027,0.04494810223469239,"{""type"":""Polygon"",""coordinates"":[[[38.16666666666667,24.34865227110376],[38.5,24.348652271103763],[38.5,24.60954765457576],[38.166666666666664,24.60954765457576],[38.16666666666667,24.34865227110376]]]}"
2028,0.031887153898097494,"{""type"":""Polygon"",""coordinates"":[[[38.5,24.348652271103763],[38.83333333333334,24.348652271103763],[38.83333333333334,24.60954765457576],[38.5,24.60954765457576],[38.5,24.348652271103763]]]}"
2029,0.04708097845349772,"{""type"":""Polygon"",""coordinates"":[[[38.83333333333334,24.348652271103763],[39.16666666666667,24.348652271103763],[39.16666666666667,24.60954765457576],[38.83333333333334,24.60954765457576],[38.83333333333334,24.348652271103763]]]}"
2030,0.03205029419737446,"{""type"":""Polygon"",""coordinates"":[[[39.16666666666667,24.348652271103763],[39.50000000000001,24.348652271103763],[39.50000000000001,24.60954765457576],[39.16666666666667,24.60954765457576],[39.16666666666667,24.348652271103763]]]}"
2031,0.02817827451966468,"{""type"":""Polygon"",""coordinates"":[[[39.50000000000001,24.348652271103763],[39.833333333333336,24.348652271103763],[39.83333333333334,24.60954765457576],[39.50000000000001,24.60954765457576],[39.50000000000001,24.348652271103763]]]}"
2032,0.024263488376403523,"{""type"":""Polygon"",""coordinates"":[[[39.833333333333336,24.348652271103763],[40.16666666666667,24.348652271103763],[40.16666666666667,24.60954765457576],[39.83333333333334,24.60954765457576],[39.833333333333336,24.348652271103763]]]}"
2033,0.035692995118497425,"{""type"":""Polygon"",""coordinates"":[[[40.16666666666667,24.348652271103763],[40.5,24.348652271103763],[40.50000000000001,24.60954765457576],[40.16666666666667,24.60954765457576],[40.16666666666667,24.348652271103763]]]}"
2034,0.03165260887743697,"{""type"":""Polygon"",""coordinates"":[[[40.5,24.348652271103763],[40.83333333333334,24.348652271103763],[40.83333333333333,24.60954765457576],[40.50000000000001,24.60954765457576],[40.5,24.348652271103763]]]}"
2035,0.039410925465719705,"{""type"":""Polygon"",""coordinates"":[[[40.83333333333334,24.348652271103763],[41.16666666666667,24.348652271103763],[41.16666666666667,24.60954765457576],[40.83333333333333,24.60954765457576],[40.83333333333334,24.348652271103763]]]}"
2036,0.03963417584217979,"{""type"":""Polygon"",""coordinates"":[[[41.16666666666667,24.348652271103763],[41.5,24.348652271103763],[41.5,24.60954765457576],[41.16666666666667,24.60954765457576],[41.16666666666667,24.348652271103763]]]}"
2037,0.03552709474404511,"{""type"":""Polygon"",""coordinates"":[[[41.5,24.348652271103763],[41.83333333333334,24.348652271103763],[41.833333333333336,24.60954765457576],[41.5,24.60954765457576],[41.5,24.348652271103763]]]}"
2038,0.026931403543878976,"{""type"":""Polygon"",""coordinates"":[[[41.83333333333334,24.348652271103763],[42.16666666666667,24.348652271103763],[42.16666666666667,24.60954765457576],[41.833333333333336,24.60954765457576],[41.83333333333334,24.348652271103763]]]}"
2039,0.030779219352811842,"{""type"":""Polygon"",""coordinates"":[[[42.16666666666667,24.348652271103763],[42.50000000000001,24.348652271103763],[42.5,24.60954765457576],[42.16666666666667,24.60954765457576],[42.16666666666667,24.348652271103763]]]}"
2040,0.04285822817748722,"{""type"":""Polygon"",""coordinates"":[[[42.50000000000001,24.348652271103763],[42.833333333333336,24.348652271103763],[42.833333333333336,24.60954765457576],[42.5,24.60954765457576],[42.50000000000001,24.348652271103763]]]}"
2041,0.047634389288002184,"{""type"":""Polygon"",""coordinates"":[[[42.833333333333336,24.348652271103763],[43.16666666666667,24.348652271103763],[43.16666666666668,24.60954765457576],[42.833333333333336,24.60954765457576],[42.833333333333336,24.348652271103763]]]}"
2042,0.04084924401554983,"{""type"":""Polygon"",""coordinates"":[[[43.16666666666667,24.348652271103763],[43.5,24.348652271103763],[43.5,24.60954765457576],[43.16666666666668,24.60954765457576],[43.16666666666667,24.348652271103763]]]}"
2043,0.040670063020750415,"{""type"":""Polygon"",""coordinates"":[[[43.5,24.348652271103763],[43.833333333333336,24.348652271103763],[43.83333333333334,24.60954765457576],[43.5,24.60954765457576],[43.5,24.348652271103763]]]}"
2044,0.037932962871724665,"{""type"":""Polygon"",""coordinates"":[[[43.833333333333336,24.348652271103763],[44.16666666666667,24.348652271103763],[44.16666666666667,24.60954765457576],[43.83333333333334,24.60954765457576],[43.833333333333336,24.348652271103763]]]}"
2045,0.035649147893285,"{""type"":""Polygon"",""coordinates"":[[[44.16666666666667,24.348652271103763],[44.50000000000001,24.348652271103763],[44.5,24.60954765457576],[44.16666666666667,24.60954765457576],[44.16666666666667,24.348652271103763]]]}"
2046,0.03866483218520485,"{""type"":""Polygon"",""coordinates"":[[[44.50000000000001,24.348652271103763],[44.83333333333334,24.348652271103763],[44.83333333333334,24.60954765457576],[44.5,24.60954765457576],[44.50000000000001,24.348652271103763]]]}"
2047,0.05102849983298635,"{""type"":""Polygon"",""coordinates"":[[[44.83333333333334,24.348652271103763],[45.16666666666668,24.348652271103763],[45.16666666666667,24.60954765457576],[44.83333333333334,24.60954765457576],[44.83333333333334,24.348652271103763]]]}"
2048,0.044802196624402706,"{""type"":""Polygon"",""coordinates"":[[[45.16666666666668,24.348652271103763],[45.5,24.348652271103763],[45.5,24.60954765457576],[45.16666666666667,24.60954765457576],[45.16666666666668,24.348652271103763]]]}"
2049,0.05355729110295393,"{""type"":""Polygon"",""coordinates"":[[[45.5,24.348652271103763],[45.83333333333333,24.348652271103763],[45.83333333333333,24.60954765457576],[45.5,24.60954765457576],[45.5,24.348652271103763]]]}"
2050,0.07113033754011228,"{""type"":""Polygon"",""coordinates"":[[[45.83333333333333,24.348652271103763],[46.166666666666664,24.348652271103763],[46.166666666666664,24.60954765457576],[45.83333333333333,24.60954765457576],[45.83333333333333,24.348652271103763]]]}"
2051,0.05855825414919695,"{""type"":""Polygon"",""coordinates"":[[[46.166666666666664,24.348652271103763],[46.5,24.348652271103763],[46.5,24.60954765457576],[46.166666666666664,24.60954765457576],[46.166666666666664,24.348652271103763]]]}"
2052,0.04080100840449483,"{""type"":""Polygon"",""coordinates"":[[[46.5,24.348652271103763],[46.833333333333336,24.348652271103763],[46.833333333333336,24.60954765457576],[46.5,24.60954765457576],[46.5,24.348652271103763]]]}"
2053,0.04792890080091206,"{""type"":""Polygon"",""coordinates"":[[[46.833333333333336,24.348652271103763],[47.16666666666667,24.348652271103763],[47.16666666666667,24.60954765457576],[46.833333333333336,24.60954765457576],[46.833333333333336,24.348652271103763]]]}"
2054,0.0458499956771343,"{""type"":""Polygon"",""coordinates"":[[[47.16666666666667,24.348652271103763],[47.5,24.348652271103763],[47.5,24.60954765457576],[47.16666666666667,24.60954765457576],[47.16666666666667,24.348652271103763]]]}"
2055,0.04758683486261148,"{""type"":""Polygon"",""coordinates"":[[[47.5,24.348652271103763],[47.833333333333336,24.348652271103763],[47.833333333333336,24.60954765457576],[47.5,24.60954765457576],[47.5,24.348652271103763]]]}"
2056,0.06423035622712357,"{""type"":""Polygon"",""coordinates"":[[[47.833333333333336,24.348652271103763],[48.16666666666667,24.348652271103763],[48.16666666666667,24.60954765457576],[47.833333333333336,24.60954765457576],[47.833333333333336,24.348652271103763]]]}"
2057,0.06612018277528865,"{""type"":""Polygon"",""coordinates"":[[[48.16666666666667,24.348652271103763],[48.5,24.348652271103763],[48.5,24.60954765457576],[48.16666666666667,24.60954765457576],[48.16666666666667,24.348652271103763]]]}"
2058,0.051405372130797926,"{""type"":""Polygon"",""coordinates"":[[[48.5,24.348652271103763],[48.833333333333336,24.348652271103763],[48.833333333333336,24.60954765457576],[48.5,24.60954765457576],[48.5,24.348652271103763]]]}"
2059,0.04337722528863682,"{""type"":""Polygon"",""coordinates"":[[[48.833333333333336,24.348652271103763],[49.16666666666667,24.348652271103763],[49.16666666666667,24.60954765457576],[48.833333333333336,24.60954765457576],[48.833333333333336,24.348652271103763]]]}"
2060,0.04897586197413105,"{""type"":""Polygon"",""coordinates"":[[[49.16666666666667,24.348652271103763],[49.50000000000001,24.348652271103763],[49.5,24.60954765457576],[49.16666666666667,24.60954765457576],[49.16666666666667,24.348652271103763]]]}"
2061,0.048715520877834165,"{""type"":""Polygon"",""coordinates"":[[[49.50000000000001,24.348652271103763],[49.83333333333333,24.348652271103763],[49.83333333333333,24.60954765457576],[49.5,24.60954765457576],[49.50000000000001,24.348652271103763]]]}"
2062,0.04744993800959599,"{""type"":""Polygon"",""coordinates"":[[[49.83333333333333,24.348652271103763],[50.16666666666667,24.348652271103763],[50.16666666666667,24.60954765457576],[49.83333333333333,24.60954765457576],[49.83333333333333,24.348652271103763]]]}"
2063,0.044938122519472455,"{""type"":""Polygon"",""coordinates"":[[[50.16666666666667,24.348652271103763],[50.5,24.348652271103763],[50.5,24.60954765457576],[50.16666666666667,24.60954765457576],[50.16666666666667,24.348652271103763]]]}"
2064,0.03405318840132115,"{""type"":""Polygon"",""coordinates"":[[[50.5,24.348652271103763],[50.83333333333334,24.348652271103763],[50.83333333333334,24.60954765457576],[50.5,24.60954765457576],[50.5,24.348652271103763]]]}"
2065,0.025258660725144138,"{""type"":""Polygon"",""coordinates"":[[[50.83333333333334,24.348652271103763],[51.16666666666668,24.348652271103763],[51.16666666666667,24.60954765457576],[50.83333333333334,24.60954765457576],[50.83333333333334,24.348652271103763]]]}"
2066,-0.009768170160352762,"{""type"":""Polygon"",""coordinates"":[[[51.16666666666668,24.348652271103763],[51.5,24.348652271103763],[51.5,24.60954765457576],[51.16666666666667,24.60954765457576],[51.16666666666668,24.348652271103763]]]}"
2067,-0.05533429284899467,"{""type"":""Polygon"",""coordinates"":[[[51.5,24.348652271103763],[51.83333333333334,24.348652271103763],[51.83333333333334,24.60954765457576],[51.5,24.60954765457576],[51.5,24.348652271103763]]]}"
2068,-0.05656939449532828,"{""type"":""Polygon"",""coordinates"":[[[51.83333333333334,24.348652271103763],[52.16666666666668,24.348652271103763],[52.16666666666668,24.60954765457576],[51.83333333333334,24.60954765457576],[51.83333333333334,24.348652271103763]]]}"
2069,-0.05605813295320888,"{""type"":""Polygon"",""coordinates"":[[[52.16666666666668,24.348652271103763],[52.50000000000001,24.348652271103763],[52.50000000000001,24.60954765457576],[52.16666666666668,24.60954765457576],[52.16666666666668,24.348652271103763]]]}"
2070,-0.05815848031433014,"{""type"":""Polygon"",""coordinates"":[[[52.50000000000001,24.348652271103763],[52.83333333333334,24.348652271103763],[52.83333333333334,24.60954765457576],[52.50000000000001,24.60954765457576],[52.50000000000001,24.348652271103763]]]}"
2071,-0.06983178442551165,"{""type"":""Polygon"",""coordinates"":[[[52.83333333333334,24.348652271103763],[53.166666666666664,24.348652271103763],[53.16666666666667,24.60954765457576],[52.83333333333334,24.60954765457576],[52.83333333333334,24.348652271103763]]]}"
2072,-0.08670910568265909,"{""type"":""Polygon"",""coordinates"":[[[53.166666666666664,24.348652271103763],[53.5,24.348652271103763],[53.5,24.60954765457576],[53.16666666666667,24.60954765457576],[53.166666666666664,24.348652271103763]]]}"
2073,-0.054610214136633826,"{""type"":""Polygon"",""coordinates"":[[[53.5,24.348652271103763],[53.83333333333334,24.348652271103763],[53.83333333333334,24.60954765457576],[53.5,24.60954765457576],[53.5,24.348652271103763]]]}"
2074,-0.05150143307420136,"{""type"":""Polygon"",""coordinates"":[[[53.83333333333334,24.348652271103763],[54.16666666666667,24.34865227110376],[54.16666666666667,24.60954765457576],[53.83333333333334,24.60954765457576],[53.83333333333334,24.348652271103763]]]}"
2075,-0.03479943558910631,"{""type"":""Polygon"",""coordinates"":[[[54.16666666666667,24.34865227110376],[54.50000000000001,24.348652271103763],[54.50000000000001,24.60954765457576],[54.16666666666667,24.60954765457576],[54.16666666666667,24.34865227110376]]]}"
2076,0.01977716176221141,"{""type"":""Polygon"",""coordinates"":[[[54.50000000000001,24.348652271103763],[54.83333333333335,24.348652271103763],[54.83333333333334,24.60954765457576],[54.50000000000001,24.60954765457576],[54.50000000000001,24.348652271103763]]]}"
2077,0.0348048978064571,"{""type"":""Polygon"",""coordinates"":[[[54.83333333333335,24.348652271103763],[55.166666666666664,24.348652271103763],[55.16666666666667,24.60954765457576],[54.83333333333334,24.60954765457576],[54.83333333333335,24.348652271103763]]]}"
2078,0.04252331766173381,"{""type"":""Polygon"",""coordinates"":[[[55.166666666666664,24.348652271103763],[55.50000000000001,24.348652271103763],[55.50000000000001,24.60954765457576],[55.16666666666667,24.60954765457576],[55.166666666666664,24.348652271103763]]]}"
2079,0.013620310185767833,"{""type"":""Polygon"",""coordinates"":[[[34.50000000000001,24.60954765457576],[34.833333333333336,24.60954765457576],[34.833333333333336,24.87044303804775],[34.50000000000001,24.87044303804775],[34.50000000000001,24.60954765457576]]]}"
2080,-0.008675430851585026,"{""type"":""Polygon"",""coordinates"":[[[34.833333333333336,24.60954765457576],[35.16666666666667,24.60954765457576],[35.16666666666667,24.87044303804775],[34.833333333333336,24.87044303804775],[34.833333333333336,24.60954765457576]]]}"
2081,-0.04859272349050945,"{""type"":""Polygon"",""coordinates"":[[[35.16666666666667,24.60954765457576],[35.50000000000001,24.60954765457576],[35.50000000000001,24.87044303804775],[35.16666666666667,24.87044303804775],[35.16666666666667,24.60954765457576]]]}"
2082,-0.04590873183672595,"{""type"":""Polygon"",""coordinates"":[[[35.50000000000001,24.60954765457576],[35.833333333333336,24.60954765457576],[35.83333333333333,24.87044303804775],[35.50000000000001,24.87044303804775],[35.50000000000001,24.60954765457576]]]}"
2083,-0.04396847533400688,"{""type"":""Polygon"",""coordinates"":[[[35.833333333333336,24.60954765457576],[36.166666666666664,24.60954765457576],[36.166666666666664,24.87044303804775],[35.83333333333333,24.87044303804775],[35.833333333333336,24.60954765457576]]]}"
2084,-0.0412112599039685,"{""type"":""Polygon"",""coordinates"":[[[36.166666666666664,24.60954765457576],[36.50000000000001,24.60954765457576],[36.5,24.87044303804775],[36.166666666666664,24.87044303804775],[36.166666666666664,24.60954765457576]]]}"
2085,-0.04287881511065336,"{""type"":""Polygon"",""coordinates"":[[[36.50000000000001,24.60954765457576],[36.833333333333336,24.60954765457576],[36.833333333333336,24.87044303804775],[36.5,24.87044303804775],[36.50000000000001,24.60954765457576]]]}"
2086,-0.047347921864440104,"{""type"":""Polygon"",""coordinates"":[[[36.833333333333336,24.60954765457576],[37.166666666666664,24.60954765457576],[37.166666666666664,24.87044303804775],[36.833333333333336,24.87044303804775],[36.833333333333336,24.60954765457576]]]}"
2087,-0.0035631561787513592,"{""type"":""Polygon"",""coordinates"":[[[37.166666666666664,24.60954765457576],[37.49999999999999,24.60954765457576],[37.50000000000001,24.87044303804775],[37.166666666666664,24.87044303804775],[37.166666666666664,24.60954765457576]]]}"
2088,0.017392264006497533,"{""type"":""Polygon"",""coordinates"":[[[37.49999999999999,24.60954765457576],[37.833333333333336,24.60954765457576],[37.833333333333336,24.87044303804775],[37.50000000000001,24.87044303804775],[37.49999999999999,24.60954765457576]]]}"
2089,0.03544119444336925,"{""type"":""Polygon"",""coordinates"":[[[37.833333333333336,24.60954765457576],[38.166666666666664,24.60954765457576],[38.166666666666664,24.87044303804775],[37.833333333333336,24.87044303804775],[37.833333333333336,24.60954765457576]]]}"
2090,0.025015121518908348,"{""type"":""Polygon"",""coordinates"":[[[38.166666666666664,24.60954765457576],[38.5,24.60954765457576],[38.5,24.87044303804775],[38.166666666666664,24.87044303804775],[38.166666666666664,24.60954765457576]]]}"
2091,0.038664398359855974,"{""type"":""Polygon"",""coordinates"":[[[38.5,24.60954765457576],[38.83333333333334,24.60954765457576],[38.83333333333334,24.87044303804775],[38.5,24.87044303804775],[38.5,24.60954765457576]]]}"
2092,0.03515456905995358,"{""type"":""Polygon"",""coordinates"":[[[38.83333333333334,24.60954765457576],[39.16666666666667,24.60954765457576],[39.16666666666667,24.87044303804775],[38.83333333333334,24.87044303804775],[38.83333333333334,24.60954765457576]]]}"
2093,0.035066106413373946,"{""type"":""Polygon"",""coordinates"":[[[39.16666666666667,24.60954765457576],[39.50000000000001,24.60954765457576],[39.50000000000001,24.87044303804775],[39.16666666666667,24.87044303804775],[39.16666666666667,24.60954765457576]]]}"
2094,0.031180958305909143,"{""type"":""Polygon"",""coordinates"":[[[39.50000000000001,24.60954765457576],[39.83333333333334,24.60954765457576],[39.83333333333334,24.87044303804775],[39.50000000000001,24.87044303804775],[39.50000000000001,24.60954765457576]]]}"
2095,0.034598624492377265,"{""type"":""Polygon"",""coordinates"":[[[39.83333333333334,24.60954765457576],[40.16666666666667,24.60954765457576],[40.16666666666667,24.87044303804775],[39.83333333333334,24.87044303804775],[39.83333333333334,24.60954765457576]]]}"
2096,0.034570575003200626,"{""type"":""Polygon"",""coordinates"":[[[40.16666666666667,24.60954765457576],[40.50000000000001,24.60954765457576],[40.50000000000001,24.87044303804775],[40.16666666666667,24.87044303804775],[40.16666666666667,24.60954765457576]]]}"
2097,0.034748586187240506,"{""type"":""Polygon"",""coordinates"":[[[40.50000000000001,24.60954765457576],[40.83333333333333,24.60954765457576],[40.83333333333334,24.87044303804775],[40.50000000000001,24.87044303804775],[40.50000000000001,24.60954765457576]]]}"
2098,0.04011116564649946,"{""type"":""Polygon"",""coordinates"":[[[40.83333333333333,24.60954765457576],[41.16666666666667,24.60954765457576],[41.16666666666667,24.87044303804775],[40.83333333333334,24.87044303804775],[40.83333333333333,24.60954765457576]]]}"
2099,0.03952121909519995,"{""type"":""Polygon"",""coordinates"":[[[41.16666666666667,24.60954765457576],[41.5,24.60954765457576],[41.5,24.87044303804775],[41.16666666666667,24.87044303804775],[41.16666666666667,24.60954765457576]]]}"
2100,0.03275910128625032,"{""type"":""Polygon"",""coordinates"":[[[41.5,24.60954765457576],[41.833333333333336,24.60954765457576],[41.833333333333336,24.87044303804775],[41.5,24.87044303804775],[41.5,24.60954765457576]]]}"
2101,0.03292696018366207,"{""type"":""Polygon"",""coordinates"":[[[41.833333333333336,24.60954765457576],[42.16666666666667,24.60954765457576],[42.16666666666667,24.87044303804775],[41.833333333333336,24.87044303804775],[41.833333333333336,24.60954765457576]]]}"
2102,0.033804820717453526,"{""type"":""Polygon"",""coordinates"":[[[42.16666666666667,24.60954765457576],[42.5,24.60954765457576],[42.50000000000001,24.87044303804775],[42.16666666666667,24.87044303804775],[42.16666666666667,24.60954765457576]]]}"
2103,0.036234571206027695,"{""type"":""Polygon"",""coordinates"":[[[42.5,24.60954765457576],[42.833333333333336,24.60954765457576],[42.833333333333336,24.87044303804775],[42.50000000000001,24.87044303804775],[42.5,24.60954765457576]]]}"
2104,0.04362208082214984,"{""type"":""Polygon"",""coordinates"":[[[42.833333333333336,24.60954765457576],[43.16666666666668,24.60954765457576],[43.16666666666667,24.87044303804775],[42.833333333333336,24.87044303804775],[42.833333333333336,24.60954765457576]]]}"
2105,0.043714105679106684,"{""type"":""Polygon"",""coordinates"":[[[43.16666666666668,24.60954765457576],[43.5,24.60954765457576],[43.5,24.87044303804775],[43.16666666666667,24.87044303804775],[43.16666666666668,24.60954765457576]]]}"
2106,0.03920774378475931,"{""type"":""Polygon"",""coordinates"":[[[43.5,24.60954765457576],[43.83333333333334,24.60954765457576],[43.833333333333336,24.87044303804775],[43.5,24.87044303804775],[43.5,24.60954765457576]]]}"
2107,0.0414791112287841,"{""type"":""Polygon"",""coordinates"":[[[43.83333333333334,24.60954765457576],[44.16666666666667,24.60954765457576],[44.16666666666667,24.87044303804775],[43.833333333333336,24.87044303804775],[43.83333333333334,24.60954765457576]]]}"
2108,0.04047021608709684,"{""type"":""Polygon"",""coordinates"":[[[44.16666666666667,24.60954765457576],[44.5,24.60954765457576],[44.5,24.87044303804775],[44.16666666666667,24.87044303804775],[44.16666666666667,24.60954765457576]]]}"
2109,0.06441532612574051,"{""type"":""Polygon"",""coordinates"":[[[44.5,24.60954765457576],[44.83333333333334,24.60954765457576],[44.833333333333336,24.87044303804775],[44.5,24.87044303804775],[44.5,24.60954765457576]]]}"
2110,0.06018151674524149,"{""type"":""Polygon"",""coordinates"":[[[44.83333333333334,24.60954765457576],[45.16666666666667,24.60954765457576],[45.16666666666668,24.87044303804775],[44.833333333333336,24.87044303804775],[44.83333333333334,24.60954765457576]]]}"
2111,0.05233661892668252,"{""type"":""Polygon"",""coordinates"":[[[45.16666666666667,24.60954765457576],[45.5,24.60954765457576],[45.5,24.87044303804775],[45.16666666666668,24.87044303804775],[45.16666666666667,24.60954765457576]]]}"
2112,0.05946892102777227,"{""type"":""Polygon"",""coordinates"":[[[45.5,24.60954765457576],[45.83333333333333,24.60954765457576],[45.83333333333333,24.87044303804775],[45.5,24.87044303804775],[45.5,24.60954765457576]]]}"
2113,0.05180158912004233,"{""type"":""Polygon"",""coordinates"":[[[45.83333333333333,24.60954765457576],[46.166666666666664,24.60954765457576],[46.16666666666667,24.87044303804775],[45.83333333333333,24.87044303804775],[45.83333333333333,24.60954765457576]]]}"
2114,0.05384882421252091,"{""type"":""Polygon"",""coordinates"":[[[46.166666666666664,24.60954765457576],[46.5,24.60954765457576],[46.49999999999999,24.87044303804775],[46.16666666666667,24.87044303804775],[46.166666666666664,24.60954765457576]]]}"
2115,0.03781320099309215,"{""type"":""Polygon"",""coordinates"":[[[46.5,24.60954765457576],[46.833333333333336,24.60954765457576],[46.833333333333336,24.87044303804775],[46.49999999999999,24.87044303804775],[46.5,24.60954765457576]]]}"
2116,0.04398395895316648,"{""type"":""Polygon"",""coordinates"":[[[46.833333333333336,24.60954765457576],[47.16666666666667,24.60954765457576],[47.16666666666667,24.87044303804775],[46.833333333333336,24.87044303804775],[46.833333333333336,24.60954765457576]]]}"
2117,0.04689539418241861,"{""type"":""Polygon"",""coordinates"":[[[47.16666666666667,24.60954765457576],[47.5,24.60954765457576],[47.5,24.87044303804775],[47.16666666666667,24.87044303804775],[47.16666666666667,24.60954765457576]]]}"
2118,0.059108868444666056,"{""type"":""Polygon"",""coordinates"":[[[47.5,24.60954765457576],[47.833333333333336,24.60954765457576],[47.833333333333336,24.87044303804775],[47.5,24.87044303804775],[47.5,24.60954765457576]]]}"
2119,0.06804057219611193,"{""type"":""Polygon"",""coordinates"":[[[47.833333333333336,24.60954765457576],[48.16666666666667,24.60954765457576],[48.16666666666667,24.87044303804775],[47.833333333333336,24.87044303804775],[47.833333333333336,24.60954765457576]]]}"
2120,0.06473986404233188,"{""type"":""Polygon"",""coordinates"":[[[48.16666666666667,24.60954765457576],[48.5,24.60954765457576],[48.5,24.87044303804775],[48.16666666666667,24.87044303804775],[48.16666666666667,24.60954765457576]]]}"
2121,0.0530050349689412,"{""type"":""Polygon"",""coordinates"":[[[48.5,24.60954765457576],[48.833333333333336,24.60954765457576],[48.833333333333336,24.87044303804775],[48.5,24.87044303804775],[48.5,24.60954765457576]]]}"
2122,0.0442644600938279,"{""type"":""Polygon"",""coordinates"":[[[48.833333333333336,24.60954765457576],[49.16666666666667,24.60954765457576],[49.16666666666667,24.87044303804775],[48.833333333333336,24.87044303804775],[48.833333333333336,24.60954765457576]]]}"
2123,0.04368232756889985,"{""type"":""Polygon"",""coordinates"":[[[49.16666666666667,24.60954765457576],[49.5,24.60954765457576],[49.5,24.87044303804775],[49.16666666666667,24.87044303804775],[49.16666666666667,24.60954765457576]]]}"
2124,0.0476627868870485,"{""type"":""Polygon"",""coordinates"":[[[49.5,24.60954765457576],[49.83333333333333,24.60954765457576],[49.83333333333332,24.87044303804775],[49.5,24.87044303804775],[49.5,24.60954765457576]]]}"
2125,0.04658817432798645,"{""type"":""Polygon"",""coordinates"":[[[49.83333333333333,24.60954765457576],[50.16666666666667,24.60954765457576],[50.16666666666667,24.87044303804775],[49.83333333333332,24.87044303804775],[49.83333333333333,24.60954765457576]]]}"
